,Question Number,Question,Number,Answer Number,Answer
67,Question 1.71,"Find all of the roots to the equation x6=6 4( i n c l u d i n gt h e
complex roots).",1.71,Answer 1.71,"A sixth order polynomial has six roots. From complex analysis
you may recall that the roots to this sort of equation are distributed evenly on
ac i r c l ei nt h ec o m p l e xp l a n eo fr a d i u se q u a lt ot h ep o s i t i v er e a lr o o t .S o ,t h e
roots are zk=2ek2πi
6fork=0,1,2,3,4,5.Note that eπi=−1,so 2eπi=−2,
which makes sense."
68,Question 1.72,"Ap e n n yi sd r o p p e df r o mt h et o po ft h eE m p i r eS t a t eB u i l d i n g .
At what speed does it hit the ground, and how long does it take to get there?",1.72,Answer 1.72,"Let us use the standard high school physics equations for linear
motion with constant acceleration. There are, however, two good reasons for
having a sensible guess before doing any math. First, if our calculations give
an answer that is wildly diﬀerent from our guess, then we have some baseline
ﬁgure for suspecting we may have made an error in the math. Second, if you
start with a guess, it may be that your interviewer will hold up a hand and say
“OK, ﬁne, let’s move to the next question.” He or she may just have wanted
to get an estimate out of you to see if you can estimate anything. They may
not be interested at all in whether you remember simple equations of motion.
So, I would say “Well, I can estimate it using equations for linear motion with
constant acceleration, but ﬁrst let me guess that it is something like ...ﬁve
seconds and 100 miles per hour” (or whatever your guess is).
Now, if we have to go on to the math, I would tell the interviewer that these
equations of motion ignore air resistance, and any updraft caused by wind hit-
ting the building. The penny may in fact reach “terminal velocity” (i.e., when
drag from the air resistance produces an upward force that perfectly counters
the force of gravity, and the penny stops accelerating). Even if it does not
reach terminal velocity, my estimate of speed will be an upper bound only
©2021 Timothy Falcon Crack 169 All Rights Reserved Worldwide"
69,Question 1.73,"Please express the integral f(x)=/integr⎬ltext∞
t=xe−at2
2+btdtin terms of
N(x)( i . e . ,t h ec u m u l a t i v es t a n d a r dn o r m a l ) .",1.73,Answer 1.73,"You are asked to express the integral f(x)=/integr⎬ltext∞
t=xe−at2
2+btdtin
terms of N(x). If you take that literally, then you will get stuck because that
cannot be done for general x. Rather, we will aim to express the integral as a
function of N(g(x)) for some g(·).
We are aiming for the integrand to take the functional form of the pdf of the
standard normal: n(u)≡1√
2πe−1
2u2. So, we need to “complete the square” in
the exponent, change variables, and be sure to remember the√
2πmultiplier.
Let us focus on completing the square in the exponent ﬁrst; we need the minus
one-half multiplier, so we can pull that out and then add and subtract half
©2021 Timothy Falcon Crack 170 All Rights Reserved Worldwide"
70,Question 1.74,"What is lim x→∞/p⎬renleft⎜ig√
x2+x−x/p⎬renright⎜ig
?",1.74,Answer 1.74,"Well, if the answer were zero they wouldn’t be asking it. Just
multiply by the ratio of its conjugate to itself and divide numerator and de-
©2021 Timothy Falcon Crack 171 All Rights Reserved Worldwide"
71,Question 1.75,How do you diﬀerentiate xxwith respect to x?,1.75,Answer 1.75,"Lety=xx,then take logs, diﬀerentiate implicitly, use the product
rule, and then use the deﬁnition of yto recover the answer:
ln(y)= xln(x)
1
ydy
dx=l n ( x)+1
dy
dx=xx(1 + ln( x))."
72,Question 1.76,"Following on from the previous question, what is the minimum
ofxx? Please restrict your attention to x>0.",1.76,Answer 1.76,"Following on from the previous question, y=xximplies that
dy
dx=xx(1 + ln( x)). Solving the ﬁrst-order conditiondy
dx= 0, restricted to
x>0, yields immediately ln( x)=−1, and thus that x=e−1=1 / eat the
minimum. Plugging this xback into y=xxyields y= (1/ e)1/e=e−1/eat
its lowest point.
We should check the second-order condition to conﬁrm that this is a minimum.
We can use the product rule and our ﬁrst derivative result.
dy
dx=xx(1 + ln( x))
=⇒d2y
dx2=( xx)2(1 + ln( x)) +xx·1
x
=/p⎬renleft⎜ig
x2x/p⎬renright⎜ig
(1 + ln( x)) +xx−1
Plugging in our argmin, x=1 / e,y i e l d sd2y
dx2/vextendsingle/vextendsingle/vextendsingle
x=1 /e=e1−1/e=e(e−1)/e>0.
So, we have found the minimum.
Note that when x<0,y=xxis not continuously real valued (nor is it a
uniquely-valued function; see Meyerson [1996]). There are, however, some
negative xvalues where y=xxis unambiguously real valued. For example,
©2021 Timothy Falcon Crack 172 All Rights Reserved Worldwide"
73,Question 1.77,"/_387 You are seated at a table that has 100 quarters on it. You are
told that there are 10 heads and 90 tails turned up. Unfortunately, the room
is pitch black (or you are blindfolded) and you cannot see the quarters. You
also cannot tell by touch which way up they are. So, how can you divide them
into two piles so that you have the same number of heads in each pile?",1.77,Answer 1.77,"If you ask, your interviewer will conﬁrm that he or she expects an
exact solution and not some estimate, that you are allowed to ﬂip any coin if
you wish, and that the two piles need not have the same number of coins in
each. Now go back and try again before peeking any further.
You know the total number of heads in the 100 coins is equal to 10. So,
suppose you form one pile of Ncoins, and one pile of 100 −Ncoins. Let us
assume that there are Hheads and N−Htails in the ﬁrst pile (but you do
not know H).
Thus there are 10 −Hheads in the second pile and 90 −(N−H) tails in the
second pile. How can you get the number of heads in each pile to be the same?
Well, you cannot balance Hand 10 −Hbecause you don’t (and can’t) know
what His.
What do you know? You know you can ﬂip any coin. What if you ﬂipped
every coin in one pile? There is, after all, some sort of constrained symmetry
going on here. Let’s say you ﬂip every coin in the ﬁrst pile. Then you have
N−Hheads in the ﬁrst pile. Can you choose Nso that the number of heads
in each pile is the same in that case, that is, N−H=1 0 −H?Y e s , c l e a r l y
choosing N=1 0d o e st h ej o b .
So, all you have to do is split the coins into a pile of 10 coins and a pile of
90 coins, and then ﬂip every coin in the pile of 10 coins. If you had chosen
instead to ﬂip every coin in the second pile (i.e., the pile of 100 −Ncoins),
the algebra would have yielded exactly the same solution (you should check
that).
If you get mixed up in the interview, just plug some numbers in. For example,
suppose you start oﬀ with 3 heads and 7 tails, say, in the pile of 10 coins,
then you must have 7 heads and 83 tails in the pile of 90 coins. You can see
immediately that ﬂipping every coin in the pile of 10 coins will give 7 heads
in each pile.
In practice, of course, you don’t know how many heads are in each pile, just
that they are the same number. You might even end up with zero heads in
each pile if you happened to initially move all 10 heads into the pile of 10
coins.
If the interviewer had asked instead for the same number of tails in each pile,
you would form a pile of 10 coins and a pile of 90 coins, and ﬂip every coin in
62Meyerson (1996) argues that xx=exlog(x)takes the values exLog|x|+iπnxwhere Log( ·)i st h e
real-valued logarithm, log( x) is the complex multiple-valued logarithm, nis even if x>0,nis
odd if x<0, and each ncorresponds to a “thread” around a spindle-shaped three-dimensional
plot (i.e., an Argand plane of complex-valued z=xxperpendicular to real-valued x,w h e r e
−∞<x< ∞). I used MATLAB to draw this three-dimensional plot for −4≤x≤2w i t h
n=−9,−7,−5,−3,−1,0,2,4,6,8,10 (i.e., 11 threads); it looks cool when rotated in three dimen-
sions. This interview question deals only with the special case x>0w h e n n= 0.
©2021 Timothy Falcon Crack 173 All Rights Reserved Worldwide"
74,Question 1.78,How would you write a computer program to estimate π?,1.78,Answer 1.78,"I will give two diﬀerent approaches to estimate π.T h e ﬁ r s t a p -
proach uses a simple Monte-Carlo simulation. The second uses the Leibniz
formula. Other techniques exist.
FIRST SOLUT ION
Simulate pairs of random variables ( x, y), each distributed uniform on the
unit interval [0 ,1]. These pairs, when plotted in two dimensions, populate
a unit square. A circle with unit diameter may be inscribed within the
unit square. I just need to count what proportion of points ( x, y)s a t i s f y
x2+y2≤1. The area of the circle dividend by the area of the unit square
isπ·r2/sl⎬sh⎭ig1= π·/p⎬renleft⎜ig
1
2/p⎬renright⎜ig2/sl⎬sh⎭igg
1= π/4. So, just multiply the relative proportion of
points within the circle by four. Even with sample size only 1,000,000, the
answer is generally accurate to within a tenth of a percentage point (i.e., ﬁrst
two decimal places correct).
SECOND SOLUT ION
The famous Leibniz formula for πis given in Equation A.20.63
π
4=∞/summ⎬tiondispl⎬y
n=0(−1)n
2n+1(A.20)
Cutting oﬀ Equation A.20 at n=1 0,000 yields an approximation accurate to
three decimal places (i.e., 3.14169264359053). Cutting it oﬀ at n= 10,000,000
is accurate to six decimal places (i.e., 3.14159275358978). Convergence is a
little slow.
Note, however, that the partial sums in Leibniz’s approximation (like many
numerical techniques for pricing options) bounces up and down as nincreases,
alternately overestimating and then underestimating π/4. Like acceleration
techniques for pricing options, using the average of two successive estimates
will therefore improve accuracy (Crack, 2021). So, let B(N)=4 ·/summ⎬tiontextN
n=0(−1)n
2n+1.
Then with N=1 0 ,000, [ B(N)+B(N−1)]/2 = 3 .14159264859028 ,which is
accurate to seven decimal places, or eight if you round. With N=1 0,000,000,
[B(N)+B(N−1)]/2 = 3 .14159265358979, which is accurate to 14 decimal
places."
75,Question 1.79,"There are 12 people sitting around a perfectly round table that
is marked out to look like the dial of an analog clock. The host is sitting at
12 o�clock, and 11 guests are sitting at each hour from 1 o�clock to 11 o�clock,
respectively. (In fact, the original question did not mention a clock, but I
think it makes for a clear mental image.) The host holds a prize. He will
pass the prize to someone seated next to him. Then that person will pass it
to someone seated next to him, and so on. The host, or any guest, is equally
likely to pass the prize clockwise or counter-clockwise. The last guest to touch
the prize wins it. (That is, the 11th guest to lay hands upon the prize gets to
keep it.) Which hour of the clock should you sit at to have the highest chance
of winning the prize?",1.79,Answer 1.79,"The short answer is that sitting in any position from 1 o�clock to
11 o�clock is equally likely to win the prize, with probability p = 1/11 for each
seat. If you are peeking here for hints, go back now and think again.
The setup of this problem is known as a �random walk on a circle.� The solution
overlaps with the �gambler�s ruin� problem. So, I will describe how someone
seated at the table can win, in terms of the random walk on a circle, and then
I will remind you of the gambler�s ruin problem, and use its solution to solve
our problem.
Assume you are seated at the i
th hour of the clock-table, for some 1 ? i ? 11.
Now imagine an arc painted on the outer edge of the clock-table, where the
arc records who has been visited by the prize as it is passed around. This
arc begins as a single blob of paint at the 12 o�clock position, but grows in
clockwise or counter-clockwise jumps as the prize is passed around. In order
for you, seated at the i
th hour, to win the prize, every other guest has to touch
it before you. In order for this to happen, two specific events must happen.
First, the arc that records who has touched the prize so far must jump to
a person sitting next to you at either the (i ? 1)th or (i + 1)th hour. (Note
that we are counting modulo-12 here, with no zero. So, in the case i = 1,
i ? 1 = 12 and the arc is already touching the (i ? 1)th hour.) Indeed, the
game cannot conclude unless a person next to you touches the prize; this
happens with probability unity. Given the symmetry of the argument that is
about to follow, we can, without loss of generality, assume that the arc reaches
the (i + 1)th hour before it reaches the (i ? 1)th hour.
Second, if the arc has reached the (i + 1)th hour before it reaches the (i ? 1)th
hour (e.g., you are sitting at four o�clock, and the prize arrives at five o�clock,
not yet having arrived at three o�clock), then in order for you to win the prize,
the prize must walk right around the clock again, and reach the (i ? 1)th hour
(three o�clock in my example) without landing in your hands in the interim.
No matter what happens next, you know that you have won the game if the
prize walks its way a net of 10 seats clockwise from the (i + 1)th hour without
ever backtracking far enough to land in your hands. Another way to say this
is that if we count the net clockwise progress of the prize from the (i + 1)th
hour, this net balance must reach 10 hours before it reaches ?1 hours (note
that reaching ?1 hours is not needed for the game to conclude). We can now
use a gambler�s ruin argument to find the probability of this event.
Suppose that you are a gambler with $10 in your hand. Your opponent has $1
in his hand. A fair coin is tossed repeatedly. If it is heads, you gain a dollar
from your opponent, and if it is tails you lose a dollar to your opponent. If your
wealth reaches $11 (i.e., your net balance increases by $1 and your opponent
is ruined), then the game stops and you win. If, however, your wealth reaches
$0 (i.e., your net balance drops by $10 and you are ruined), then the game
stops and your opponent wins.
The probability that you are ruined in this gamble is the same as the probability that your opponent�s wealth steps up by a net change of $10, never having
reached a net change of ?$1. Given that the advance-decline probabilities are
the same in both games (i.e., 50-50), the probability of your ruin is the same as the probability of the prize walking a net of 10 hours clockwise, never having
walked a net of ?1 hours. So, if we can find the probability of your gambling
ruin, we have the answer to our clock-table game.
Consider a more general gambler�s ruin problem. You have $n in your pocket
(in our case, $n = 10). Your opponent has $m in his pocket (in our case,
$m = 1). A fair coin is tossed repeatedly. If it is heads, you gain a dollar from
your opponent, and if it is tails you lose a dollar to your opponent. The game
continues until one of the players is ruined. Let P(i) be the probability that a
player with $i in his hand is ultimately ruined playing exactly this game, for
0 ? i ? n + m.
Now consider some intermediary balance $i where 1 ? i ? n + m ? 1. There
is half a chance that the next coin toss is favorable, and there is half a chance
that the next coin toss is unfavorable. So, by the total probability theorem,
we have Equation A.21.64
P(i) = P(ruin|favorable coin toss) � P(favorable coin toss) +
P(ruin|unfavorable coin toss) � P(unfavorable coin toss)
= P(i + 1) �
1
2 + P(i ? 1) �
1
2 (A.21)
Multiplying Equation A.21 through by 2 and rearranging, we get the secondorder recurrence in Equation A.22.
P(i + 1) ? 2P(i) + P(i ? 1) = 0, for 1 ? i ? n + m ? 1 (A.22)
To solve a second-order recurrence, we need two boundary conditions. In our
case, P(0) = 1 (you are already ruined), and P(n+m) = 0 (you already won).
The (homogeneous) characteristic equation for the recurrence in Equation A.22
is given by Equation A.23.
?2 ? 2? + 1 = 0 (A.23)
This quadratic equation has repeated characteristic roots at ?0 = 1. So, we
are looking for solutions of the form given in Equation A.24.65
P(i) = A � 1i + B � i � 1i = A + B � i (A.24)
Plugging the boundary conditions into Equation A.24, we quickly deduce that
A = 1 and B = ?1/(n + m). It follows that the probability of ruin is given
by Equation A.25.
P(i) = n + m ? i
n + m (A.25)
Back to our clock-table game, we plug i = 10, n = 10 and m = 1 into
Equation A.25 to find that the probability of ruin (and of winning the clocktable game) is given by p = 1/11 , as expected. More generally, for g guests
seated around a circular table, the probability that any guest wins the prize
is equally likely and given by p = 1/g ."
76,Question 1.8,"/_387 Interviewer: “You are a bug sitting in one corner of a cubic room.
You wish to walk (no ﬂying) to the extreme opposite corner (the one farthest
from you). Describe the shortest path that you can walk. Be sure to mention
direction, length, and so on.”",1.8,Answer 1.8,"You (the bug) cannot ﬂy; you have to walk. You must ﬁnd the
shortest path from corner to corner.
In any world, the shortest path between two points is called a “geodesic. ” On
a spherical world (e.g., the Earth’s surface), a geodesic is an arc of a “great
circle. ” A great circle is a circle on the surface of the sphere with diameter
equal to the diameter of the sphere. For example, airplanes typically follow
great circles above the Earth (because it is the shortest path and, therefore,
the most fuel-eﬃcient path).
Like a spherical world, the cubic-room world has a two dimensional surface.
However, the lack of curvature in the cubic-room world means that the shortest
distance between two points must be a straight line rather than an arc of a
great circle (in a world without curvature, geodesics are straight lines).
If the cubic room is opened up and ﬂattened out it can be seen that the shortest
path is a straight line from one corner to the other. In the un-ﬂattened room,
this straight line corresponds to two line segments that meet exactly halfway
up one wall-ﬂoor or wall-wall boundary. Direct computation using Pythagoras’
Theorem10reveals that the total path length is√
5u n i t s .
10In this case, the path is the hypotenuse of a triangle of side lengths 2 and 1 in the ﬂattened-out
room or two hypotenuses of triangles each of side lengths 1 and1
2in the un-ﬂattened room. In
either case, the path is of total length√
5.
©2021 Timothy Falcon Crack 110 All Rights Reserved Worldwide"
77,Question 1.80,What is a positive deﬁnite matrix?,1.8,Answer 1.80,"As y m m e t r i c n×nreal-valued matrix Ais said to be positive
deﬁnite if for all non-zero n×1r e a l - v a l u e dv e c t o r s ⃗z,w eh a v et h a t ⃗z′A⃗z>0,
where ⃗z′is the transpose of ⃗z(Ayers, 1962). Similarly, Ais negative deﬁnite,
positive semi-deﬁnite, or negative semi-deﬁnite, if under the same conditions
⃗z′A⃗z<0,⃗z′A⃗z≥0,or⃗z′A⃗z≤0,respectively. Matrices that are none of the
above are called indeﬁnite.
These deﬁnitions can also be given in terms of eigenvalues. A symmetric
n×nreal-valued matrix Ais positive deﬁnite, negative deﬁnite, positive semi-
deﬁnite, or negative semi-deﬁnite, respectively, if and only if all of the eigen-
values of Aare positive, negative, non-negative, or non-positive, respectively.
Indeﬁnite matrices have both positive and negative eigenvalues.
Am o r eg e n e r a ld e ﬁ n i t i o no fap o s i t i v ed e ﬁ n i t em a t r i xa l l o w st h a t Aand⃗z′be
complex valued. In that case, an n×nHermitian matrix A(i.e., one that is
equal to its complex conjugate transpose) is positive deﬁnite if for all complex-
valued n×1 vectors ⃗z,t h er e a lp a r to f ⃗z∗A⃗z>0,where ⃗z∗is the complex
conjugate of the transpose of ⃗z.
All the above assumes that the matrix be symmetric (if real-valued) or Her-
mitian (if complex valued). The deﬁnition of a positive deﬁnite matrix
can, however, be generalized to non-symmetric and non-Hermitian matrices
(mathworld.wolfram.com ). In that case, the deﬁnition is applied only to the
symmetric part or Hermition part of the matrix, respectively.66
What about portfolio theory applications, theoretical and otherwise? In prac-
tice, portfolio optimization tools often assume that the VCV matrix is positive
deﬁnite (Kwan, 2010). For example, to obtain the standard Markowitz frontier
assuming short selling, you need that the variance-covariance (VCV) matrix
be invertible (Crack, 2020b). A positive deﬁnite matrix is invertible, but a
positive semi-deﬁnite matrix might have a zero eigenvalue, and therefore be
non-invertible.
Suppose that ⃗Ris an n×1v e c t o ro ff u t u r er a n d o mr e t u r n st oﬁ n a n c i a la s -
sets. Let Vbe the population VCV matrix with σij=c o v ( Ri,Rj)i nt h e ijth
position. Then, Vis positive semi-deﬁnite, because for any real-valued n×1
vector ⃗z,
⃗z′V⃗z=v a r/p⎬renleft⎜ig
⃗z′⃗R/p⎬renright⎜ig
≥0. (A.26)
66As q u a r em a t r i x Amay be written as A=AS+AA,where AS=1
2(A+A′)i st h es y m m e t r i c
part of A, and AA=1
2(A−A′)i st h ea n t i - s y m m e t r i cp a r to f A. An analogous result holds for
Hermition matrices, using the complex conjugate transpose.
©2021 Timothy Falcon Crack 177 All Rights Reserved Worldwide"
78,Question 1.81,"Following on from the previous question, in practice, how do
you test whether a matrix is positive deﬁnite, without using any pre-canned
routines?
13In the original question the pizza was not cut, there was no box, but you had a knife. I retained
the spirit of the question but modiﬁed it because it was not, strictly speaking, able to be solved.
©2021 Timothy Falcon Crack 61 All Rights Reserved Worldwide",1.81,Answer 1.81,"In practice, how do you test whether a square matrix is positive
deﬁnite? You cannot possibly test whether ⃗z′A⃗z>0,for all non-zero ⃗z′.S o ,
let us look at several techniques. Then we will discuss which one is computa-
tionally easiest without using pre-canned routines.
First, I would like to use Sylvester’s criterion , but we need to review
some terms. A sub-matrix obtained by deleting the ithrow and the jthcolumn
of an n×nmatrix is an ( n−1)×(n−1) matrix. The determinant of this
sub-matrix is called a minor (or, more fully, a minor determinant of order
n−1), and is sometimes denoted Mi,j.I f a n y t w o r o w s {i1,i2}and any two
columns {j1,j2}are deleted, then the determinant of the resulting sub-matrix
is a minor of order n−2, denoted Mi1,i2,j1,j2,a n ds oo n . I ft h en u m b e r i n g
of the deleted row(s) is identical to the numbering of the deleted column(s),
then the determinant of the resulting sub-matrix is a principal minor (of order
k,w h e r e n−krows and the same n−kcolumns have been deleted). The
determinants of the upper-left sub-matrices, in particular, are known as the
“leading principal minors” (Ayers, 1962).
So, for example, for a 5 ×5m a t r i x ,d e l e t i n gt h eﬁ r s tr o wa n dt h eﬁ f t hc o l u m n
produces a sub-matrix whose determinant, M1,5,i sam i n o r . I ti sn o t ,h o w e v e r ,
a principal minor, leading or otherwise. Deleting the second row and the sec-
ond column of the original matrix produces a sub-matrix whose determinant,
M2,2, is a principal minor, but it is not a leading principal minor. Finally,
deleting rows k:5a n dc o l u m n s k:5 ,f o ra n y k∈{2,3,4,5}produces a sub-
matrix whose determinant, Mk:5,k:5,i sal e a d i n gp r i n c i p a lm i n o r . ( N o t et h a t
deleting no rows and no columns of the original matrix produces, trivially, a
©2021 Timothy Falcon Crack 178 All Rights Reserved Worldwide"
79,Question 1.82,"Suppose that f(x, y)=x3+y3−2xy.D o e st h i sf u n c t i o nh a v ea
local maximum or a local minimum?",1.82,Answer 1.82,"To identify local extrema of a function of two variables, we need
to conduct the second (partial) derivative test (Abramowitz and Stegun, 1972,
p. 14; Spiegel, 1981, p. 164). Let me review the test procedure, and then we
can apply the test to the case f(x, y)=x3+y3−2xy.
Suppose that f(x, y) is a function of two variables whose second partial deriva-
tives exist. Then Equation A.37 gives the Hessian matrix of f(x, y).
H(x, y)=⎛
⎜⎝∂2f(x,y)
∂x2∂2f(x,y)
∂x∂y
∂2f(x,y)
∂y∂x∂2f(x,y)
∂y2⎞
⎟⎠=/p⎬renleft⎜igg
fxx(x, y)fxy(x, y)
fyx(x, y)fyy(x, y)/p⎬renright⎜igg
(A.37)
LetD(x, y)b et h ed e t e r m i n a n to f H.T h e n D(x, y) is called the discriminant
of the second derivative test, and is given in Equation A.38.
D(x, y)= d e t [ H(x, y)] = fxx(x, y)fyy(x, y)−fxy(x, y)fyx(x, y)
=fxx(x, y)fyy(x, y)−[fxy(x, y)]2(A.38)
Suppose now that ( xc,yc)i sac r i t i c a lp o i n to ft h ef u n c t i o n f(x, y). That is,
fx(xc,yc)=0a n d fy(xc,yc)=0 . T h e n ,w eh a v et h ef o l l o w i n gr u l e s .
•IfD(xc,yc)>0a n d fxx(xc,yc)>0, then ( xc,yc)i sa local minimum of
the function f(x, y).
•IfD(xc,yc)>0a n d fxx(xc,yc)<0, then ( xc,yc)i sa local maximum of
the function f(x, y).
•IfD(xc,yc)<0, then ( xc,yc)i sa saddle point of the function f(x, y).
•IfD(xc,yc)=0 ,t h e nt h et e s ti s inconclusive ,a n d( xc,yc) could be any of
al o c a lm a x i m u m ,l o c a lm i n i m u m ,o rs a d d l ep o i n to ft h ef u n c t i o n f(x, y).
There are several notes to add to this.
©2021 Timothy Falcon Crack 183 All Rights Reserved Worldwide"
80,Question 1.83,"Three random variables have equal pairwise correlation ρ. What
is the possible range of ρ?",1.83,Answer 1.83,"At ﬁrst glance, this sounds like a statistics question. I put it in this
chapter, however, because it follows naturally from the previous two questions
about matrices and their properties. I discuss two solution techniques. The
ﬁrst uses Sylvester’s criterion, and the second uses eigenvalues.
FIRST SOLUT ION
We have that the correlation matrix, C, of the three random variables, is given
by Equation A.43.
C=⎛
⎜⎝1ρρ
ρ1ρ
ρρ 1⎞
⎟⎠ (A.43)
Before hitting this problem over the head with any deep analysis, ask yourself
what values of ρare possible in Equation A.43. Well, ρ=0i sp e r f e c t l y
feasible, because that is what we would get if the three random variables
were statistically independent of each other. Also, ρ=1i sp e r f e c t l yf e a s i b l e ,
because that is what we would get if each random variable were perfectly
correlated with each other. For example, if the three random variables are
X1=aY+d
X2=bY+e
X3=cY+f,
©2021 Timothy Falcon Crack 185 All Rights Reserved Worldwide"
81,Question 1.84,What is an integral?,1.84,Answer 1.84,"The point of this question is not for you to give a formal deﬁnition
of an integral, or a rundown of diﬀerent types of integrals, but rather to provide
an opportunity for you to demonstrate simple/deep intuition.
©2021 Timothy Falcon Crack 187 All Rights Reserved Worldwide"
82,Question 1.85,"How do you use a Monte-Carlo simulation to evaluate
E[g(X)] =/integr⎬ldispl⎬yx=+∞
x=−∞g(x)fX(x)dx,
where g(x) is a real-valued polynomial and X∼N(µ, σ2)?",1.85,Answer 1.85,"Following on from our previous answer about integrals, E[g(X)]
may be interpreted as a probability-weighted average of values of g(X), where
X∼N(µ, σ2). A Monte-Carlo simulation does not discretize the domain of
the pdf (though that would work too), but rather it relies upon the strong law
of large numbers.
Khinchine’s Strong Law of Large Numbers (SLLN) says that if the sample
Y1,Y2,...,Y N,...are IID with E(Yi)=µY(a ﬁnite number) for each i,t h e n ,
with probability one,
¯Yn≡1
NN/summ⎬tiondispl⎬y
i=1Yi→µY,asn→∞.
That is, in plain English, the sample mean approaches the true mean as the
sample size increases.
So, all we have to do is sample Nvalues xifrom N(µ, σ2) via computer
program, and calculate
/hatwiderE[g(X)] =1
NN/summ⎬tiondispl⎬y
i=1g(xi).
Convergence is guaranteed because the g(xi)a r eI I Dw i t he x p e c t e dv a l u e s
E[g(X)].
Typical values of Nare of the order of 10,000 or 20,000. Standard central
limit theorem results allow us to put a conﬁdence interval about our estimator.
Large sample sizes give narrower conﬁdence intervals."
83,Question 1.86,/_387 What is 29 ×29?,1.86,Answer 1.86,"When I saw 29 ×29, I immediately noticed that 29 is only 1 less
than 30. I know that 30 ×30 = 900, so all I have to do is add 29 and 30 (to
get 59) and then subtract that from 900 to get 841. Let me explain...
You likely already know that a2−b2=(a+b)(a−b). In the case that a=b+1,
this reduces to a2−b2=a+b.T h ef a c tt h a t2 9i so n el e s st h a n3 0 ,a n dt h a t
302=9 0 0i se a s yt oﬁ g u r ei ny o u rh e a d ,s u g g e s t st om et h a tt h e yw a n ty o u
to ﬁnd the answer as 302−292=3 0+2 9=5 9 . S o ,2 92is 59 less than 900,
which is 841.
Alternatively, just multiply it out and add the parts:
9×9=8 1
20×9=1 8 0
9×20 = 180
20×20 = 400 ,
and 400+360+81=841.
©2021 Timothy Falcon Crack 193 All Rights Reserved Worldwide"
84,Question 1.87,/_387 What is 43 ×43?,1.87,Answer 1.87,"Unlike the previous question, when I saw 43 ×43, I immediately
thought I should just multiply it out and add the parts:
3×3=9
3×40 = 120
40×3=1 2 0
40×40 = 1 ,600,
and 1,600+240+9=1849."
85,Question 1.88,/_387 What is 21 ×19?,1.88,Answer 1.88,"When I heard 21 ×19, it jumped out at me as ( n+1 ) ×(n−1),
forn=2 0 . W ek n o wt h a t( n+1 ) ×(n−1) = n2−1, and that 202= 400, so
we get 399 immediately."
86,Question 1.89,"/_387 There are three wooden barrels in the market. One contains
apples only, one contains oranges only, and one contains both apples and
oranges. Labels to this eﬀect are pinned to the barrels, but the labels have
been mixed up so that no label correctly identiﬁes the contents of the barrel
to which it is pinned. You can see the labels, but you cannot see inside, or feel
inside, or smell inside, any barrel. You may ask for as many pieces of fruit as
you want from any of the labeled barrels. What is the minimum number of
pieces of fruit you can request, and from which barrel(s) should you request
them, if your task is to re-pin the labels so that each label correctly identiﬁes
the contents of its barrel?14",1.89,Answer 1.89,"You need only ask for a single piece of fruit to deduce the correct
labeling. If you are peeking here for a hint, then go back and ask yourself how
it can be done with only a single piece of fruit.
Given the symmetry of the problem, my initial instinct was that asking for
fruit from the barrel labeled “Apples,” or the one labeled “Oranges,” was not
going to solve the problem.
If you ask for a single piece of fruit from the barrel labeled “Apples and
Oranges,” then, given the mis-labeling, you know that every other piece of
fruit in that barrel is the same as the piece you requested. So, suppose you are
handed an apple from this barrel. Then, you have located the true “Apples”
barrel, currently labeled “Apples and Oranges. ” Given that you now know
where the true “Apples” barrel is, then you now know that the barrel labeled
“Oranges” cannot be the true “Apples” barrel. By construction, however, the
barrel labeled “Oranges” also cannot be the true “Oranges” barrel (because
every barrel is mis-labeled). Therefore, the barrel labeled “Oranges” must be
the true “Apples and Oranges” barrel (there is no other choice remaining).
Thus, we deduce that the remaining barrel, labeled “Apples,” must be the
true “Oranges” barrel.
Another way to think about the problem is that once you have identiﬁed that
the barrel labeled “Apples and Oranges” contains only apples, then you can
unpin the “Apples” label from its barrel, remove the “Apples and Oranges”
label, and pin the “Apples” label in its correct place. This leaves you with a
correctly labeled “Apples” barrel, an unlabeled barrel, an incorrectly labeled
“Oranges” barrel, and the “Apples and Oranges” label in your hand. You
know that the “Oranges” label has to move, and that the unlabeled barrel is
the only place to pin it. So, having done that, you can then pin the “Apples
and Oranges” label on the remaining barrel.
Of course, if at the initial step you are instead handed an orange from the
barrel labeled “Apples and Oranges,” then the argument is analogous (i.e., the
©2021 Timothy Falcon Crack 194 All Rights Reserved Worldwide"
